2024-11-22 14:31:29,249 INFO    StreamThr :1028304 [internal.py:wandb_internal():85] W&B internal server running at pid: 1028304, started at: 2024-11-22 14:31:29.249658
2024-11-22 14:31:29,251 DEBUG   HandlerThread:1028304 [handler.py:handle_request():158] handle_request: status
2024-11-22 14:31:29,253 INFO    WriterThread:1028304 [datastore.py:open_for_write():87] open: /home/zeddo123/anom/RD4AD/wandb/run-20241122_143129-tntywrjp/run-tntywrjp.wandb
2024-11-22 14:31:29,253 DEBUG   SenderThread:1028304 [sender.py:send():391] send: header
2024-11-22 14:31:29,253 DEBUG   SenderThread:1028304 [sender.py:send():391] send: run
2024-11-22 14:31:29,779 INFO    SenderThread:1028304 [dir_watcher.py:__init__():211] watching files in: /home/zeddo123/anom/RD4AD/wandb/run-20241122_143129-tntywrjp/files
2024-11-22 14:31:29,779 INFO    SenderThread:1028304 [sender.py:_start_run_threads():1200] run started: tntywrjp with start time 1732285889.249633
2024-11-22 14:31:29,783 DEBUG   HandlerThread:1028304 [handler.py:handle_request():158] handle_request: check_version
2024-11-22 14:31:29,783 DEBUG   SenderThread:1028304 [sender.py:send_request():418] send_request: check_version
2024-11-22 14:31:29,874 DEBUG   HandlerThread:1028304 [handler.py:handle_request():158] handle_request: run_start
2024-11-22 14:31:29,881 DEBUG   HandlerThread:1028304 [system_info.py:__init__():26] System info init
2024-11-22 14:31:29,881 DEBUG   HandlerThread:1028304 [system_info.py:__init__():41] System info init done
2024-11-22 14:31:29,881 INFO    HandlerThread:1028304 [system_monitor.py:start():194] Starting system monitor
2024-11-22 14:31:29,881 INFO    SystemMonitor:1028304 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-11-22 14:31:29,881 INFO    HandlerThread:1028304 [system_monitor.py:probe():214] Collecting system info
2024-11-22 14:31:29,881 INFO    SystemMonitor:1028304 [interfaces.py:start():188] Started cpu monitoring
2024-11-22 14:31:29,881 INFO    SystemMonitor:1028304 [interfaces.py:start():188] Started disk monitoring
2024-11-22 14:31:29,882 INFO    SystemMonitor:1028304 [interfaces.py:start():188] Started gpu monitoring
2024-11-22 14:31:29,882 INFO    SystemMonitor:1028304 [interfaces.py:start():188] Started memory monitoring
2024-11-22 14:31:29,882 INFO    SystemMonitor:1028304 [interfaces.py:start():188] Started network monitoring
2024-11-22 14:31:29,891 DEBUG   HandlerThread:1028304 [system_info.py:probe():152] Probing system
2024-11-22 14:31:29,892 DEBUG   HandlerThread:1028304 [system_info.py:_probe_git():137] Probing git
2024-11-22 14:31:29,895 DEBUG   HandlerThread:1028304 [system_info.py:_probe_git():145] Probing git done
2024-11-22 14:31:29,895 DEBUG   HandlerThread:1028304 [system_info.py:probe():200] Probing system done
